,ID,Date,Block,Primary Type,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Community Areas,Wards
8729,11716316,06/08/2019 11:00:00 PM,011XX S WESTERN AVE,BATTERY,SIDEWALK,FALSE,FALSE,1225,12,28,28,,,2019,06/15/2019 4:06:36 PM,,,,
8730,11716397,06/08/2019 11:00:00 PM,013XX N MILWAUKEE AVE,THEFT,BAR OR TAVERN,FALSE,FALSE,1424,14,1,24,,,2019,06/15/2019 4:06:36 PM,,,,
8732,11716135,06/08/2019 11:00:00 PM,011XX S WESTERN AVE,THEFT,STREET,FALSE,FALSE,1225,12,28,28,,,2019,06/15/2019 4:06:36 PM,,,,
8733,11716009,06/08/2019 11:00:00 PM,027XX S KOMENSKY AVE,BATTERY,ALLEY,FALSE,FALSE,1031,10,22,30,,,2019,06/15/2019 4:06:36 PM,,,,
8734,11716296,06/08/2019 11:00:00 PM,011XX S STATE ST,DECEPTIVE PRACTICE,STREET,FALSE,FALSE,123,1,4,32,,,2019,06/15/2019 4:06:36 PM,,,,
8735,11716795,06/08/2019 11:00:00 PM,053XX S CALUMET AVE,BATTERY,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,231,2,3,40,,,2019,06/15/2019 4:06:36 PM,,,,
8736,11716106,06/08/2019 11:00:00 PM,004XX N CLARK ST,BATTERY,BAR OR TAVERN,FALSE,FALSE,1831,18,42,8,,,2019,06/15/2019 4:06:36 PM,,,,
8739,11716171,06/08/2019 11:00:00 PM,029XX W 38TH ST,THEFT,RESIDENCE,FALSE,FALSE,911,9,12,58,,,2019,06/15/2019 4:06:36 PM,,,,
8741,11716300,06/08/2019 11:00:00 PM,011XX S STATE ST,THEFT,STREET,FALSE,FALSE,123,1,4,32,,,2019,06/15/2019 4:06:36 PM,,,,
8743,11716158,06/08/2019 11:00:00 PM,030XX S KILDARE AVE,BATTERY,APARTMENT,FALSE,FALSE,1031,10,22,30,,,2019,06/15/2019 4:06:36 PM,,,,
8745,11716003,06/08/2019 10:57:00 PM,060XX S LOOMIS BLVD,WEAPONS VIOLATION,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,713,7,16,67,,,2019,06/25/2019 4:11:15 PM,,,,
8746,11716028,06/08/2019 10:56:00 PM,016XX S DRAKE AVE,BATTERY,APARTMENT,FALSE,TRUE,1021,10,24,29,,,2019,06/15/2019 4:06:36 PM,,,,
8747,11715987,06/08/2019 10:52:00 PM,001XX W 125TH ST,WEAPONS VIOLATION,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,523,5,9,53,,,2019,06/15/2019 4:06:36 PM,,,,
8748,11716047,06/08/2019 10:49:00 PM,0000X W CTA 69TH ST LN,BATTERY,CTA STATION,FALSE,FALSE,322,3,6,69,,,2019,06/15/2019 4:06:36 PM,,,,
8749,11716034,06/08/2019 10:45:00 PM,051XX W HIRSCH ST,BATTERY,STREET,FALSE,FALSE,2533,25,37,25,,,2019,06/15/2019 4:06:36 PM,,,,
8750,11715945,06/08/2019 10:40:00 PM,079XX S WOODLAWN AVE,BATTERY,STREET,FALSE,TRUE,411,4,8,45,,,2019,06/15/2019 4:06:36 PM,,,,
8751,11716121,06/08/2019 10:40:00 PM,046XX W NORTH AVE,THEFT,DEPARTMENT STORE,TRUE,FALSE,2533,25,37,25,,,2019,06/15/2019 4:06:36 PM,,,,
8753,11724784,06/08/2019 10:39:00 PM,006XX E 92ND PL,BURGLARY,RESIDENCE,FALSE,FALSE,633,6,9,44,,,2019,06/17/2019 4:16:37 PM,,,,
8754,11715998,06/08/2019 10:36:00 PM,036XX N CLARK ST,BATTERY,STREET,TRUE,FALSE,1923,19,44,6,,,2019,06/15/2019 4:06:36 PM,,,,
8755,11716014,06/08/2019 10:35:00 PM,040XX E 134TH ST,BATTERY,RESIDENCE,TRUE,FALSE,433,4,10,55,,,2019,06/15/2019 4:06:36 PM,,,,
8756,11715971,06/08/2019 10:35:00 PM,066XX S HALSTED ST,CRIMINAL TRESPASS,GAS STATION,TRUE,FALSE,723,7,6,68,,,2019,06/15/2019 4:06:36 PM,,,,
8759,11715988,06/08/2019 10:32:00 PM,069XX N WESTERN AVE,BATTERY,SIDEWALK,FALSE,TRUE,2411,24,50,2,,,2019,06/15/2019 4:06:36 PM,,,,
8760,11720781,06/08/2019 10:30:00 PM,001XX N MASON AVE,BATTERY,SIDEWALK,FALSE,FALSE,1512,15,29,25,,,2019,06/15/2019 4:06:36 PM,,,,
8761,11715953,06/08/2019 10:30:00 PM,033XX W WALNUT ST,THEFT,APARTMENT,FALSE,FALSE,1123,11,28,27,,,2019,06/15/2019 4:06:36 PM,,,,
8763,11716392,06/08/2019 10:30:00 PM,002XX E 29TH ST,THEFT,STREET,FALSE,FALSE,133,1,4,35,,,2019,06/15/2019 4:06:36 PM,,,,
8765,11717354,06/08/2019 10:30:00 PM,024XX W SUNNYSIDE AVE,THEFT,STREET,FALSE,FALSE,1911,19,47,4,,,2019,06/15/2019 4:06:36 PM,,,,
8768,11716599,06/08/2019 10:30:00 PM,047XX S FORRESTVILLE AVE,THEFT,STREET,FALSE,FALSE,223,2,3,38,,,2019,06/15/2019 4:06:36 PM,,,,
8769,11718742,06/08/2019 10:30:00 PM,011XX W TAYLOR ST,THEFT,STREET,FALSE,FALSE,1232,12,25,28,,,2019,06/15/2019 4:06:36 PM,,,,
8770,11717689,06/08/2019 10:30:00 PM,058XX N ROCKWELL ST,THEFT,STREET,FALSE,FALSE,2011,20,40,2,,,2019,06/15/2019 4:06:36 PM,,,,
8771,11715976,06/08/2019 10:28:00 PM,049XX W WALTON ST,BATTERY,SIDEWALK,FALSE,TRUE,1531,15,37,25,,,2019,06/15/2019 4:06:36 PM,,,,
8772,11716157,06/08/2019 10:27:00 PM,004XX W 77TH ST,BATTERY,SIDEWALK,FALSE,FALSE,621,6,17,69,,,2019,06/15/2019 4:06:36 PM,,,,
8773,11715979,06/08/2019 10:25:00 PM,082XX S COTTAGE GROVE AVE,NARCOTICS,SIDEWALK,TRUE,FALSE,631,6,8,44,,,2019,06/15/2019 4:06:36 PM,,,,
8774,11716198,06/08/2019 10:25:00 PM,131XX S CORLISS AVE,BATTERY,CHA APARTMENT,FALSE,TRUE,533,5,9,54,,,2019,06/15/2019 4:06:36 PM,,,,
8775,11715994,06/08/2019 10:24:00 PM,065XX S WENTWORTH AVE,NARCOTICS,STREET,TRUE,FALSE,722,7,20,68,,,2019,06/15/2019 4:06:36 PM,,,,
8776,11716071,06/08/2019 10:23:00 PM,002XX N CENTRAL AVE,BATTERY,APARTMENT,FALSE,TRUE,1523,15,37,25,,,2019,06/15/2019 4:06:36 PM,,,,
8777,11716185,06/08/2019 10:21:00 PM,0000X E WACKER DR,BATTERY,HOTEL/MOTEL,TRUE,TRUE,111,1,42,32,,,2019,06/15/2019 4:06:36 PM,,,,
8778,11716010,06/08/2019 10:15:00 PM,036XX N SHEFFIELD AVE,THEFT,SIDEWALK,FALSE,FALSE,1923,19,44,6,,,2019,06/15/2019 4:06:36 PM,,,,
8780,11715968,06/08/2019 10:04:00 PM,034XX S HALSTED ST,BATTERY,STREET,FALSE,FALSE,913,9,11,60,,,2019,06/15/2019 4:06:36 PM,,,,
8781,11716873,06/08/2019 10:00:00 PM,020XX S THROOP ST,THEFT,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1235,12,25,31,,,2019,06/15/2019 4:06:36 PM,,,,
8782,11716261,06/08/2019 10:00:00 PM,014XX N WELLS ST,THEFT,RESTAURANT,FALSE,FALSE,1821,18,27,8,,,2019,06/15/2019 4:06:36 PM,,,,
8784,11716542,06/08/2019 10:00:00 PM,001XX N CENTRAL AVE,BURGLARY,APARTMENT,FALSE,FALSE,1523,15,29,25,,,2019,06/15/2019 4:06:36 PM,,,,
8786,11716269,06/08/2019 10:00:00 PM,051XX S STATE ST,THEFT,STREET,FALSE,TRUE,225,2,3,40,,,2019,06/15/2019 4:06:36 PM,,,,
8787,11715973,06/08/2019 10:00:00 PM,014XX N LARAMIE AVE,BATTERY,STREET,FALSE,FALSE,2533,25,37,25,,,2019,06/15/2019 4:06:36 PM,,,,
8788,11717349,06/08/2019 10:00:00 PM,0000X E DIVISION ST,THEFT,STREET,FALSE,FALSE,1824,18,43,8,,,2019,06/15/2019 4:06:36 PM,,,,
8789,11716418,06/08/2019 10:00:00 PM,132XX S AVENUE M,THEFT,ALLEY,FALSE,FALSE,433,4,10,55,,,2019,06/15/2019 4:06:36 PM,,,,
8790,11725523,06/08/2019 10:00:00 PM,039XX S MICHIGAN AVE,BATTERY,STREET,FALSE,FALSE,213,2,3,38,,,2019,06/18/2019 4:15:10 PM,,,,
8791,11716859,06/08/2019 10:00:00 PM,006XX N FRANKLIN ST,THEFT,BAR OR TAVERN,FALSE,FALSE,1831,18,42,8,,,2019,06/15/2019 4:06:36 PM,,,,
8795,11716100,06/08/2019 10:00:00 PM,046XX N ELSTON AVE,THEFT,ATHLETIC CLUB,FALSE,FALSE,1722,17,39,14,,,2019,06/15/2019 4:06:36 PM,,,,
8796,11716304,06/08/2019 10:00:00 PM,067XX S OGLESBY AVE,THEFT,STREET,FALSE,FALSE,331,3,5,43,,,2019,06/15/2019 4:06:36 PM,,,,
8798,11715937,06/08/2019 9:55:00 PM,008XX N STATE ST,DECEPTIVE PRACTICE,CTA STATION,FALSE,FALSE,1832,18,2,8,,,2019,06/15/2019 4:06:36 PM,,,,
8803,11716200,06/08/2019 9:45:00 PM,009XX N LA SALLE DR,THEFT,APARTMENT,FALSE,FALSE,1832,18,2,8,,,2019,06/15/2019 4:06:36 PM,,,,
8804,11715993,06/08/2019 9:42:00 PM,114XX S ADA ST,BATTERY,RESIDENCE PORCH/HALLWAY,TRUE,TRUE,2234,22,34,75,,,2019,06/15/2019 4:06:36 PM,,,,
8807,11715935,06/08/2019 9:35:00 PM,023XX W 65TH ST,NARCOTICS,STREET,TRUE,FALSE,832,8,16,66,,,2019,06/15/2019 4:06:36 PM,,,,
8808,11715969,06/08/2019 9:35:00 PM,021XX N ELSTON AVE,THEFT,DEPARTMENT STORE,TRUE,FALSE,1432,14,32,22,,,2019,06/15/2019 4:06:36 PM,,,,
8809,11715957,06/08/2019 9:30:00 PM,016XX W GREENLEAF AVE,THEFT,OTHER,FALSE,FALSE,2423,24,49,1,,,2019,06/15/2019 4:06:36 PM,,,,
8810,11715908,06/08/2019 9:30:00 PM,075XX S ASHLAND AVE,CRIMINAL TRESPASS,GROCERY FOOD STORE,FALSE,FALSE,612,6,17,71,,,2019,06/15/2019 4:06:36 PM,,,,
8814,11716895,06/08/2019 9:30:00 PM,055XX W CORCORAN PL,BATTERY,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1523,15,37,25,,,2019,06/15/2019 4:06:36 PM,,,,
8815,11720763,06/08/2019 9:25:00 PM,052XX S JUSTINE ST,BATTERY,STREET,FALSE,TRUE,934,9,16,61,,,2019,06/15/2019 4:06:36 PM,,,,
8817,11715898,06/08/2019 9:25:00 PM,022XX S DRAKE AVE,NARCOTICS,STREET,TRUE,FALSE,1024,10,22,30,,,2019,06/15/2019 4:06:36 PM,,,,
8819,11716847,06/08/2019 9:19:00 PM,015XX S SPAULDING AVE,BATTERY,APARTMENT,FALSE,TRUE,1022,10,24,29,,,2019,06/15/2019 4:06:36 PM,,,,
8820,11716033,06/08/2019 9:18:00 PM,030XX W 40TH ST,CRIMINAL TRESPASS,APARTMENT,FALSE,FALSE,921,9,12,58,,,2019,06/15/2019 4:06:36 PM,,,,
8821,11715904,06/08/2019 9:16:00 PM,009XX N LAWNDALE AVE,BATTERY,RESIDENCE,FALSE,FALSE,1112,11,27,23,,,2019,06/15/2019 4:06:36 PM,,,,
8823,11716751,06/08/2019 9:15:00 PM,058XX N KOSTNER AVE,BATTERY,PARK PROPERTY,FALSE,FALSE,1711,17,39,12,,,2019,06/15/2019 4:06:36 PM,,,,
8824,11716530,06/08/2019 9:15:00 PM,025XX S AVERS AVE,BATTERY,RESIDENCE,FALSE,TRUE,1013,10,22,30,,,2019,06/15/2019 4:06:36 PM,,,,
8826,11716040,06/08/2019 9:12:00 PM,041XX N MC VICKER AVE,WEAPONS VIOLATION,ALLEY,TRUE,FALSE,1624,16,38,15,,,2019,06/15/2019 4:06:36 PM,,,,
8829,11715880,06/08/2019 9:00:00 PM,016XX E 95TH ST,BATTERY,GROCERY FOOD STORE,FALSE,TRUE,431,4,7,51,,,2019,06/15/2019 4:06:36 PM,,,,
8830,11716633,06/08/2019 9:00:00 PM,085XX S DREXEL AVE,BATTERY,STREET,FALSE,TRUE,632,6,8,44,,,2019,06/15/2019 4:06:36 PM,,,,
8833,11717388,06/08/2019 9:00:00 PM,021XX N HUMBOLDT BLVD,THEFT,STREET,FALSE,FALSE,1414,14,1,22,,,2019,06/15/2019 4:06:36 PM,,,,
8834,11725717,06/08/2019 9:00:00 PM,044XX N BROADWAY,THEFT,STREET,FALSE,FALSE,1913,19,46,3,,,2019,06/18/2019 4:15:10 PM,,,,
8835,11717584,06/08/2019 9:00:00 PM,036XX N CALIFORNIA AVE,THEFT,STREET,FALSE,FALSE,1733,17,33,16,,,2019,06/15/2019 4:06:36 PM,,,,
8836,11716090,06/08/2019 9:00:00 PM,087XX S EXCHANGE AVE,BATTERY,STREET,FALSE,FALSE,423,4,10,46,,,2019,06/15/2019 4:06:36 PM,,,,
8837,11716702,06/08/2019 9:00:00 PM,047XX N HAMILTON AVE,THEFT,RESIDENCE-GARAGE,FALSE,FALSE,1911,19,47,4,,,2019,06/15/2019 4:06:36 PM,,,,
8838,11716006,06/08/2019 8:57:00 PM,064XX N LEAVITT ST,NARCOTICS,ALLEY,TRUE,FALSE,2412,24,50,2,,,2019,06/15/2019 4:06:36 PM,,,,
8841,11716001,06/08/2019 8:50:00 PM,001XX W ROOSEVELT RD,THEFT,SIDEWALK,TRUE,FALSE,123,1,25,32,,,2019,06/15/2019 4:06:36 PM,,,,
8844,11715875,06/08/2019 8:45:00 PM,077XX S VERNON AVE,BATTERY,SIDEWALK,TRUE,FALSE,624,6,6,69,,,2019,06/15/2019 4:06:36 PM,,,,
8846,11715885,06/08/2019 8:45:00 PM,032XX E 92ND ST,BURGLARY,APARTMENT,FALSE,TRUE,424,4,10,46,,,2019,06/15/2019 4:06:36 PM,,,,
8847,11715940,06/08/2019 8:45:00 PM,014XX S MILLARD AVE,BURGLARY,APARTMENT,FALSE,FALSE,1011,10,24,29,,,2019,06/15/2019 4:06:36 PM,,,,
8848,11715877,06/08/2019 8:41:00 PM,099XX S HALSTED ST,NARCOTICS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,2232,22,34,73,,,2019,06/15/2019 4:06:36 PM,,,,
8849,11715929,06/08/2019 8:40:00 PM,054XX W QUINCY ST,BATTERY,APARTMENT,FALSE,TRUE,1522,15,29,25,,,2019,06/15/2019 4:06:36 PM,,,,
8851,11716346,06/08/2019 8:40:00 PM,002XX E RANDOLPH ST,BATTERY,PARK PROPERTY,FALSE,FALSE,114,1,42,32,,,2019,06/15/2019 4:06:36 PM,,,,
8853,11715977,06/08/2019 8:38:00 PM,020XX W ADAMS ST,WEAPONS VIOLATION,CHA PARKING LOT/GROUNDS,TRUE,FALSE,1225,12,27,28,,,2019,06/15/2019 4:06:36 PM,,,,
8854,11715851,06/08/2019 8:37:00 PM,016XX S CENTRAL PARK AVE,NARCOTICS,RESIDENCE-GARAGE,TRUE,FALSE,1021,10,24,29,,,2019,06/15/2019 4:06:36 PM,,,,
8856,11716427,06/08/2019 8:30:00 PM,009XX N ASHLAND AVE,THEFT,STREET,FALSE,FALSE,1213,12,1,24,,,2019,06/15/2019 4:06:36 PM,,,,
8857,11715974,06/08/2019 8:30:00 PM,014XX W PRATT BLVD,BURGLARY,RESIDENCE,FALSE,FALSE,2431,24,49,1,,,2019,06/15/2019 4:06:36 PM,,,,
8858,11716302,06/08/2019 8:30:00 PM,047XX N KENNETH AVE,THEFT,STREET,FALSE,FALSE,1722,17,39,16,,,2019,06/15/2019 4:06:36 PM,,,,
8860,11715902,06/08/2019 8:27:00 PM,003XX N HAMLIN AVE,WEAPONS VIOLATION,SIDEWALK,TRUE,FALSE,1122,11,28,27,,,2019,06/15/2019 4:06:36 PM,,,,
8862,11716853,06/08/2019 8:20:00 PM,016XX N SEDGWICK ST,THEFT,CTA GARAGE / OTHER PROPERTY,FALSE,FALSE,1813,18,2,7,,,2019,06/15/2019 4:06:36 PM,,,,
8864,11715812,06/08/2019 8:15:00 PM,0000X W 87TH ST,THEFT,GROCERY FOOD STORE,FALSE,FALSE,634,6,21,44,,,2019,06/15/2019 4:06:36 PM,,,,
8865,11716783,06/08/2019 8:15:00 PM,023XX W MADISON ST,THEFT,GROCERY FOOD STORE,FALSE,FALSE,1223,12,27,28,,,2019,06/15/2019 4:06:36 PM,,,,
8866,11715883,06/08/2019 8:12:00 PM,004XX W 74TH ST,BURGLARY,RESIDENCE,FALSE,FALSE,732,7,6,68,,,2019,06/15/2019 4:06:36 PM,,,,
8868,11715892,06/08/2019 8:08:00 PM,056XX W ROOSEVELT RD,THEFT,SMALL RETAIL STORE,TRUE,FALSE,1513,15,29,25,,,2019,06/15/2019 4:06:36 PM,,,,
8869,11719091,06/08/2019 8:07:00 PM,027XX N CLARK ST,BATTERY,CONVENIENCE STORE,FALSE,FALSE,1935,19,43,7,,,2019,06/15/2019 4:06:36 PM,,,,
8871,11715819,06/08/2019 8:05:00 PM,002XX N KARLOV AVE,NARCOTICS,SIDEWALK,TRUE,FALSE,1114,11,28,26,,,2019,06/15/2019 4:06:36 PM,,,,
8872,11715928,06/08/2019 8:05:00 PM,048XX W ERIE ST,BATTERY,SIDEWALK,FALSE,TRUE,1532,15,28,25,,,2019,06/15/2019 4:06:36 PM,,,,
8873,11715861,06/08/2019 8:03:00 PM,065XX S DAMEN AVE,WEAPONS VIOLATION,VEHICLE NON-COMMERCIAL,TRUE,FALSE,726,7,16,67,,,2019,06/15/2019 4:06:36 PM,,,,
8875,11715811,06/08/2019 8:01:00 PM,013XX S KEELER AVE,NARCOTICS,STREET,TRUE,FALSE,1011,10,24,29,,,2019,06/15/2019 4:06:36 PM,,,,
8877,11717549,06/08/2019 8:00:00 PM,005XX N MC CLURG CT,THEFT,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1834,18,42,8,,,2019,06/15/2019 4:06:36 PM,,,,
8878,11716839,06/08/2019 8:00:00 PM,038XX N SAWYER AVE,THEFT,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1733,17,33,16,,,2019,06/15/2019 4:06:36 PM,,,,
8879,11722868,06/08/2019 8:00:00 PM,0000X E Grand Ave,DECEPTIVE PRACTICE,DEPARTMENT STORE,FALSE,FALSE,1834,18,42,8,,,2019,06/15/2019 4:06:36 PM,,,,
8880,11717357,06/08/2019 8:00:00 PM,047XX N HAMILTON AVE,THEFT,STREET,FALSE,FALSE,1911,19,47,4,,,2019,06/15/2019 4:06:36 PM,,,,
8881,11715946,06/08/2019 8:00:00 PM,096XX S CALHOUN AVE,BATTERY,RESIDENCE,FALSE,TRUE,431,4,10,51,,,2019,06/15/2019 4:06:36 PM,,,,
8884,11716044,06/08/2019 8:00:00 PM,024XX N SOUTHPORT AVE,THEFT,STREET,FALSE,FALSE,1932,19,2,7,,,2019,06/15/2019 4:06:36 PM,,,,
8885,11715838,06/08/2019 8:00:00 PM,082XX S INGLESIDE AVE,BATTERY,RESIDENCE,FALSE,FALSE,631,6,8,44,,,2019,06/15/2019 4:06:36 PM,,,,
8886,11715841,06/08/2019 8:00:00 PM,034XX W OGDEN AVE,BATTERY,SIDEWALK,FALSE,TRUE,1021,10,24,29,,,2019,06/15/2019 4:06:36 PM,,,,
8888,11716187,06/08/2019 7:59:00 PM,020XX S WENTWORTH AVE,BATTERY,RESTAURANT,FALSE,FALSE,914,9,25,34,,,2019,06/15/2019 4:06:36 PM,,,,
8890,11715905,06/08/2019 7:52:00 PM,014XX S MILLARD AVE,NARCOTICS,STREET,TRUE,FALSE,1011,10,24,29,,,2019,06/15/2019 4:06:36 PM,,,,
8891,11716661,06/08/2019 7:51:00 PM,128XX S PEORIA ST,BATTERY,RESIDENCE,FALSE,TRUE,523,5,34,53,,,2019,06/15/2019 4:06:36 PM,,,,
8892,11715991,06/08/2019 7:50:00 PM,047XX S WOOD ST,BATTERY,STREET,FALSE,FALSE,931,9,15,61,,,2019,06/15/2019 4:06:36 PM,,,,
8893,11715938,06/08/2019 7:50:00 PM,068XX S JUSTINE ST,WEAPONS VIOLATION,STREET,TRUE,FALSE,725,7,16,67,,,2019,06/15/2019 4:06:36 PM,,,,
8894,11715989,06/08/2019 7:50:00 PM,031XX W MAYPOLE AVE,NARCOTICS,STREET,TRUE,FALSE,1222,12,27,27,,,2019,06/25/2019 4:11:15 PM,,,,
8895,11715874,06/08/2019 7:49:00 PM,057XX S WOLCOTT AVE,WEAPONS VIOLATION,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,715,7,15,67,,,2019,06/15/2019 4:06:36 PM,,,,
8896,11716027,06/08/2019 7:45:00 PM,007XX N RUSH ST,BATTERY,RESTAURANT,FALSE,FALSE,1833,18,42,8,,,2019,06/15/2019 4:06:36 PM,,,,
8897,11715936,06/08/2019 7:45:00 PM,034XX W 54TH PL,CRIMINAL TRESPASS,STREET,TRUE,FALSE,822,8,14,63,,,2019,06/15/2019 4:06:36 PM,,,,
8899,11715996,06/08/2019 7:40:00 PM,001XX N MICHIGAN AVE,THEFT,SIDEWALK,FALSE,FALSE,111,1,42,32,,,2019,06/15/2019 4:06:36 PM,,,,
8900,11719310,06/08/2019 7:40:00 PM,023XX W Winnemac Ave,THEFT,VEHICLE NON-COMMERCIAL,FALSE,FALSE,2031,20,40,4,,,2019,06/15/2019 4:06:36 PM,,,,
8901,11715906,06/08/2019 7:37:00 PM,002XX N COLUMBUS DR,BATTERY,HOTEL/MOTEL,FALSE,TRUE,114,1,42,32,,,2019,06/15/2019 4:06:36 PM,,,,
8903,11715963,06/08/2019 7:31:00 PM,077XX S SOUTH SHORE DR,BATTERY,APARTMENT,TRUE,TRUE,421,4,7,43,,,2019,06/15/2019 4:06:36 PM,,,,
8906,11716017,06/08/2019 7:30:00 PM,0000X E LAKE ST,THEFT,RESTAURANT,TRUE,FALSE,111,1,42,32,,,2019,06/15/2019 4:06:36 PM,,,,
8907,11719535,06/08/2019 7:30:00 PM,017XX E 69TH ST,BATTERY,RESIDENCE,FALSE,TRUE,332,3,5,43,,,2019,06/15/2019 4:06:36 PM,,,,
8908,11718385,06/08/2019 7:30:00 PM,0000X E 103RD PL,BATTERY,RESIDENCE,FALSE,TRUE,512,5,9,49,,,2019,06/15/2019 4:06:36 PM,,,,
8910,11718117,06/08/2019 7:30:00 PM,008XX N Hermitage Ave,THEFT,APARTMENT,FALSE,FALSE,1213,12,1,24,,,2019,06/15/2019 4:06:36 PM,,,,
8912,11716868,06/08/2019 7:30:00 PM,001XX S DEARBORN ST,THEFT,CTA TRAIN,FALSE,FALSE,112,1,42,32,,,2019,06/15/2019 4:06:36 PM,,,,
8913,11715865,06/08/2019 7:30:00 PM,016XX N MILWAUKEE AVE,THEFT,SMALL RETAIL STORE,TRUE,FALSE,1434,14,2,24,,,2019,06/15/2019 4:06:36 PM,,,,
8917,11715919,06/08/2019 7:20:00 PM,011XX S MOZART ST,NARCOTICS,SIDEWALK,TRUE,FALSE,1135,11,28,29,,,2019,06/15/2019 4:06:36 PM,,,,
8918,11715855,06/08/2019 7:17:00 PM,105XX S MORGAN ST,THEFT,STREET,FALSE,FALSE,2232,22,34,73,,,2019,06/15/2019 4:06:36 PM,,,,
8919,11716324,06/08/2019 7:15:00 PM,011XX N LATROBE AVE,THEFT,RESIDENCE,FALSE,FALSE,1524,15,37,25,,,2019,06/15/2019 4:06:36 PM,,,,
8923,11715813,06/08/2019 7:10:00 PM,039XX W THOMAS ST,NARCOTICS,SIDEWALK,TRUE,FALSE,1112,11,37,23,,,2019,06/15/2019 4:06:36 PM,,,,
8925,11715990,06/08/2019 7:07:00 PM,080XX S VERNON AVE,WEAPONS VIOLATION,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,631,6,6,44,,,2019,06/15/2019 4:06:36 PM,,,,
8928,11715864,06/08/2019 7:05:00 PM,058XX N RIDGE AVE,BATTERY,NURSING HOME/RETIREMENT HOME,FALSE,FALSE,2013,20,48,77,,,2019,06/15/2019 4:06:36 PM,,,,
8930,11715887,06/08/2019 7:00:00 PM,105XX S COTTAGE GROVE AVE,BATTERY,SIDEWALK,FALSE,FALSE,512,5,9,50,,,2019,06/15/2019 4:06:36 PM,,,,
8931,11715893,06/08/2019 7:00:00 PM,002XX N KOLIN AVE,BATTERY,RESIDENCE,FALSE,TRUE,1114,11,28,26,,,2019,06/15/2019 4:06:36 PM,,,,
8933,11715821,06/08/2019 7:00:00 PM,001XX N LAMON AVE,THEFT,APARTMENT,FALSE,TRUE,1532,15,28,25,,,2019,06/15/2019 4:06:36 PM,,,,
8934,11715723,06/08/2019 7:00:00 PM,067XX S NORMAL BLVD,THEFT,SIDEWALK,FALSE,FALSE,722,7,6,68,,,2019,06/15/2019 4:06:36 PM,,,,
8935,11715917,06/08/2019 7:00:00 PM,051XX S HARPER AVE,BATTERY,RESTAURANT,FALSE,FALSE,234,2,4,41,,,2019,06/15/2019 4:06:36 PM,,,,
8936,11715709,06/08/2019 7:00:00 PM,001XX S PULASKI RD,NARCOTICS,ALLEY,TRUE,FALSE,1115,11,28,26,,,2019,06/15/2019 4:06:36 PM,,,,
8939,11715764,06/08/2019 7:00:00 PM,002XX S WACKER DR,THEFT,STREET,FALSE,FALSE,122,1,42,32,,,2019,06/15/2019 4:06:36 PM,,,,
8941,11729680,06/08/2019 7:00:00 PM,017XX W FULLERTON AVE,THEFT,DEPARTMENT STORE,FALSE,FALSE,1931,19,32,7,,,2019,06/21/2019 4:07:18 PM,,,,
8942,11715907,06/08/2019 7:00:00 PM,001XX N STATE ST,THEFT,DEPARTMENT STORE,TRUE,FALSE,111,1,42,32,,,2019,06/15/2019 4:06:36 PM,,,,
8944,11715833,06/08/2019 6:54:00 PM,041XX W MADISON ST,THEFT,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,1115,11,28,26,,,2019,06/15/2019 4:06:36 PM,,,,
8946,11715958,06/08/2019 6:50:00 PM,005XX N LAWLER AVE,BATTERY,VEHICLE NON-COMMERCIAL,FALSE,TRUE,1532,15,37,25,,,2019,06/15/2019 4:06:36 PM,,,,
8949,11715711,06/08/2019 6:45:00 PM,029XX W HARRISON ST,NARCOTICS,ALLEY,TRUE,FALSE,1135,11,28,27,,,2019,06/15/2019 4:06:36 PM,,,,
8950,11718135,06/08/2019 6:40:00 PM,006XX N STATE ST,DECEPTIVE PRACTICE,RESTAURANT,FALSE,FALSE,1832,18,42,8,,,2019,06/15/2019 4:06:36 PM,,,,
8951,11718123,06/08/2019 6:40:00 PM,014XX N WICKER PARK AVE,THEFT,STREET,FALSE,FALSE,1424,14,1,24,,,2019,06/15/2019 4:06:36 PM,,,,
8954,11715895,06/08/2019 6:35:00 PM,011XX S STATE ST,THEFT,CTA STATION,FALSE,FALSE,123,1,4,32,,,2019,06/15/2019 4:06:36 PM,,,,
8955,11715706,06/08/2019 6:35:00 PM,095XX S PRAIRIE AVE,BATTERY,RESIDENCE,FALSE,TRUE,511,5,9,49,,,2019,06/15/2019 4:06:36 PM,,,,
8957,11715897,06/08/2019 6:32:00 PM,045XX W FIFTH AVE,PROSTITUTION,STREET,TRUE,FALSE,1131,11,24,26,,,2019,06/15/2019 4:06:36 PM,,,,
